,label_name,label,path
0,right,0,988e2f9a_nohash_0.wav
1,right,0,1eddce1d_nohash_3.wav
2,right,0,93ec8b84_nohash_0.wav
3,right,0,6272b231_nohash_1.wav
4,right,0,439c84f4_nohash_1.wav
5,right,0,2f813234_nohash_1.wav
6,right,0,b87bdb22_nohash_1.wav
7,right,0,97f4c236_nohash_2.wav
8,right,0,563aa4e6_nohash_2.wav
9,right,0,51055bda_nohash_4.wav
10,right,0,fac74f6a_nohash_1.wav
11,right,0,a8cb6dda_nohash_0.wav
12,right,0,e4a2cf79_nohash_0.wav
13,right,0,dabf67d9_nohash_0.wav
14,right,0,742d6431_nohash_3.wav
15,right,0,62581901_nohash_0.wav
16,right,0,bf8d5617_nohash_0.wav
17,right,0,f852895b_nohash_2.wav
18,right,0,d9b50b8b_nohash_1.wav
19,right,0,229978fd_nohash_3.wav
20,right,0,a5609cce_nohash_0.wav
21,right,0,686d030b_nohash_1.wav
22,right,0,409c962a_nohash_1.wav
23,right,0,8012c69d_nohash_3.wav
24,right,0,dc75148d_nohash_0.wav
25,right,0,31583d30_nohash_0.wav
26,right,0,8134f43f_nohash_0.wav
27,right,0,ffd2ba2f_nohash_4.wav
28,right,0,dbaf8fc6_nohash_2.wav
29,right,0,3f170018_nohash_0.wav
30,right,0,65d844fc_nohash_0.wav
31,right,0,712e4d58_nohash_2.wav
32,right,0,a6d586b7_nohash_1.wav
33,right,0,f618568f_nohash_1.wav
34,right,0,a9b574b3_nohash_1.wav
35,right,0,c0445658_nohash_4.wav
36,right,0,e1469561_nohash_1.wav
37,right,0,36050ef3_nohash_4.wav
38,right,0,c1d39ce8_nohash_6.wav
39,right,0,69f609ec_nohash_0.wav
40,right,0,9080f6d3_nohash_0.wav
41,right,0,3a33d3a4_nohash_2.wav
42,right,0,da1d320c_nohash_1.wav
43,right,0,9aa21fa9_nohash_1.wav
44,right,0,ea9f8e11_nohash_0.wav
45,right,0,91d5933a_nohash_0.wav
46,right,0,9a8d8d34_nohash_0.wav
47,right,0,0e17f595_nohash_1.wav
48,right,0,5c8af87a_nohash_0.wav
49,right,0,c1eebc0b_nohash_2.wav
50,right,0,b8c48ffb_nohash_0.wav
51,right,0,ba770f9b_nohash_0.wav
52,right,0,76424fa5_nohash_0.wav
53,right,0,7fd25f7c_nohash_2.wav
54,right,0,c634a189_nohash_4.wav
55,right,0,aa48c94a_nohash_0.wav
56,right,0,84bf12ff_nohash_0.wav
57,right,0,b544d4fd_nohash_0.wav
58,right,0,299c14b1_nohash_0.wav
59,right,0,591d32f3_nohash_0.wav
60,right,0,f810e799_nohash_1.wav
61,right,0,31d68957_nohash_0.wav
62,right,0,0c5027de_nohash_1.wav
63,right,0,f104f742_nohash_1.wav
64,right,0,b0bad4a9_nohash_0.wav
65,right,0,850e2222_nohash_0.wav
66,right,0,d90b4138_nohash_4.wav
67,right,0,afd53389_nohash_0.wav
68,right,0,eb3f7d82_nohash_1.wav
69,right,0,0d2bcf9d_nohash_2.wav
70,right,0,888a0c49_nohash_4.wav
71,right,0,06076b6b_nohash_2.wav
72,right,0,2cf28b70_nohash_1.wav
73,right,0,0819edb0_nohash_0.wav
74,right,0,dce05676_nohash_0.wav
75,right,0,ae04cdbe_nohash_0.wav
76,right,0,00b01445_nohash_0.wav
77,right,0,90b0b91a_nohash_1.wav
78,right,0,df1d5024_nohash_2.wav
79,right,0,c1e0e8e3_nohash_2.wav
80,right,0,3f2b358d_nohash_2.wav
81,right,0,be91a00a_nohash_0.wav
82,right,0,cc6ee39b_nohash_4.wav
83,right,0,620ff0fa_nohash_0.wav
84,right,0,c7124b73_nohash_0.wav
85,right,0,1df483c0_nohash_0.wav
86,right,0,c1b7c224_nohash_0.wav
87,right,0,c7124b73_nohash_1.wav
88,right,0,c1b7c224_nohash_1.wav
89,right,0,24694eb6_nohash_2.wav
90,right,0,620ff0fa_nohash_1.wav
91,right,0,9d4bab4f_nohash_0.wav
92,right,0,be91a00a_nohash_1.wav
93,right,0,c1e0e8e3_nohash_3.wav
94,right,0,df1d5024_nohash_3.wav
95,right,0,90b0b91a_nohash_0.wav
96,right,0,4cb874bb_nohash_0.wav
97,right,0,f0ae7203_nohash_2.wav
98,right,0,2cf28b70_nohash_0.wav
99,right,0,eb3f7d82_nohash_0.wav
100,right,0,b25b6065_nohash_0.wav
101,right,0,850e2222_nohash_1.wav
102,right,0,b0bad4a9_nohash_1.wav
103,right,0,f104f742_nohash_0.wav
104,right,0,5b09db89_nohash_4.wav
105,right,0,0c5027de_nohash_0.wav
106,right,0,cb164eea_nohash_0.wav
107,right,0,52bfbce8_nohash_0.wav
108,right,0,b544d4fd_nohash_1.wav
109,right,0,9a4d12fd_nohash_0.wav
110,right,0,f810e799_nohash_0.wav
111,right,0,aa48c94a_nohash_1.wav
112,right,0,76424fa5_nohash_1.wav
113,right,0,46a153d8_nohash_4.wav
114,right,0,7fd25f7c_nohash_3.wav
115,right,0,b8c48ffb_nohash_1.wav
116,right,0,079d1020_nohash_0.wav
117,right,0,56f78b7e_nohash_0.wav
118,right,0,c1eebc0b_nohash_3.wav
119,right,0,5c8af87a_nohash_1.wav
120,right,0,0e17f595_nohash_0.wav
121,right,0,ea9f8e11_nohash_1.wav
122,right,0,9aa21fa9_nohash_0.wav
123,right,0,da1d320c_nohash_0.wav
124,right,0,39a12648_nohash_4.wav
125,right,0,9080f6d3_nohash_1.wav
126,right,0,69f609ec_nohash_1.wav
127,right,0,e1469561_nohash_0.wav
128,right,0,471a0925_nohash_4.wav
129,right,0,c1d39ce8_nohash_7.wav
130,right,0,b43c8f2f_nohash_0.wav
131,right,0,57376a4c_nohash_0.wav
132,right,0,7257420c_nohash_0.wav
133,right,0,d750966e_nohash_0.wav
134,right,0,a9b574b3_nohash_0.wav
135,right,0,f618568f_nohash_0.wav
136,right,0,96a48d28_nohash_4.wav
137,right,0,e77d88fc_nohash_0.wav
138,right,0,712e4d58_nohash_3.wav
139,right,0,a6d586b7_nohash_0.wav
140,right,0,3f170018_nohash_1.wav
141,right,0,8134f43f_nohash_1.wav
142,right,0,8012c69d_nohash_2.wav
143,right,0,d430b3cc_nohash_2.wav
144,right,0,8a28231e_nohash_2.wav
145,right,0,a5609cce_nohash_1.wav
146,right,0,409c962a_nohash_0.wav
147,right,0,686d030b_nohash_0.wav
148,right,0,d9b50b8b_nohash_0.wav
149,right,0,39999a0f_nohash_0.wav
150,right,0,229978fd_nohash_2.wav
151,right,0,708a9569_nohash_0.wav
152,right,0,5184ed3e_nohash_0.wav
153,right,0,dabf67d9_nohash_1.wav
154,right,0,e4a2cf79_nohash_1.wav
155,right,0,68dd409e_nohash_0.wav
156,right,0,742d6431_nohash_2.wav
157,right,0,62581901_nohash_1.wav
158,right,0,563aa4e6_nohash_3.wav
159,right,0,a9abc695_nohash_0.wav
160,right,0,97f4c236_nohash_3.wav
161,right,0,b87bdb22_nohash_0.wav
162,right,0,a8cb6dda_nohash_1.wav
163,right,0,fac74f6a_nohash_0.wav
164,right,0,f428ca69_nohash_0.wav
165,right,0,93ec8b84_nohash_1.wav
166,right,0,2f813234_nohash_0.wav
167,right,0,439c84f4_nohash_0.wav
168,right,0,6272b231_nohash_0.wav
169,right,0,a7545b9f_nohash_0.wav
170,right,0,988e2f9a_nohash_1.wav
171,right,0,48bfde8e_nohash_2.wav
172,right,0,1eddce1d_nohash_2.wav
173,right,0,6272b231_nohash_2.wav
174,right,0,439c84f4_nohash_2.wav
175,right,0,bfb10243_nohash_0.wav
176,right,0,1eddce1d_nohash_0.wav
